docno,first_letter_category,creation_date_category,years_category,relative_pageviews_category,gender_category,page_subcont_regions
1489855,s-,2001-2006,Unknown,Low,Unknown,['Western Europe']
1489910,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1490132,l-r,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1490429,e-k,2001-2006,Unknown,Medium-High,Unknown,['Southern Asia']
1490640,s-,2001-2006,20th century,Low,Woman,['Northern Europe']
1490917,s-,2001-2006,Unknown,Low,Unknown,['None']
1490925,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1490980,l-r,2001-2006,Unknown,Medium-High,Unknown,['Southern Europe']
1491048,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1491346,l-r,2001-2006,Pre-1900s,Medium-High,Woman,['Northern Africa']
1491812,s-,2001-2006,Unknown,Low,Unknown,['None']
1492182,s-,2001-2006,Unknown,Low,Unknown,['None']
1492559,s-,2001-2006,Unknown,Low,Unknown,['None']
1492595,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
1492638,e-k,2001-2006,Unknown,Low,Unknown,['Northern Africa']
1492640,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern Africa']
1492649,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern Africa']
1492659,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern Africa']
1493091,e-k,2001-2006,Pre-1900s,Medium-High,Unknown,['Australia and New Zealand']
1493383,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1493400,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1493555,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1493572,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1493581,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1493648,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1493684,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1493699,s-,2001-2006,Unknown,Medium-High,Unknown,['None']
1493710,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Europe']
1493741,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1493749,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1493760,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1493843,e-k,2001-2006,Unknown,Low,Unknown,['South America']
1493897,e-k,2001-2006,Unknown,Low,Unknown,['Western Europe']
1493985,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1494051,s-,2001-2006,20th century,Low,Man,['None']
1494716,s-,2001-2006,Unknown,Low,Unknown,['None']
1495084,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1495182,a-d,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1495227,s-,2001-2006,Pre-1900s,Low,Unknown,['South America']
1495430,s-,2001-2006,Unknown,Low,Unknown,['None']
1495598,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1495688,s-,2001-2006,Unknown,Medium-High,Unknown,['Eastern Asia']
1495714,s-,2001-2006,20th century,Medium-Low,Man,['None']
1495718,l-r,2001-2006,20th century,Low,Man,['None']
1496024,e-k,2001-2006,20th century,Low,Man,['Northern Europe']
1496041,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1496089,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496105,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496113,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496131,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496134,a-d,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496235,e-k,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496246,l-r,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496263,e-k,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496264,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1496447,l-r,2001-2006,Unknown,High,Unknown,['None']
1496520,a-d,2001-2006,20th century,Low,Man,['South-eastern Asia']
1496582,a-d,2001-2006,Unknown,High,Unknown,['None']
1497291,a-d,2001-2006,Unknown,Medium-High,Unknown,['None']
1497300,e-k,2001-2006,20th century,Low,Man,['Northern America']
1497554,l-r,2001-2006,Unknown,Medium-Low,Unknown,['South America']
1497610,l-r,2001-2006,Unknown,Low,Unknown,['South America']
1497629,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1497631,l-r,2001-2006,Unknown,Low,Unknown,['South America']
1497733,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Southern Asia']
1497824,e-k,2001-2006,Unknown,Low,Unknown,['None']
1498471,s-,2001-2006,Unknown,Low,Unknown,['None']
1498642,s-,2001-2006,Unknown,Medium-Low,Unknown,['Eastern Asia']
1498655,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498659,a-d,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498674,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498677,e-k,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498682,s-,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498686,a-d,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498695,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
1498722,l-r,2001-2006,Unknown,Low,Unknown,['Eastern Asia']
1498740,s-,2001-2006,20th century,High,Unknown,['Northern America']
1500026,l-r,2001-2006,20th century,Medium-High,Unknown,['South-eastern Asia']
1500097,a-d,2001-2006,20th century,Low,Unknown,['Northern America']
1500439,e-k,2001-2006,Unknown,Low,Unknown,['None']
1500891,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
1501332,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1501502,a-d,2001-2006,21st century,Low,Unknown,['Eastern Asia']
1502405,e-k,2001-2006,Unknown,Medium-High,Unknown,['None']
1502522,a-d,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1502610,l-r,2001-2006,21st century,Low,Unknown,['Eastern Asia']
1503114,s-,2001-2006,20th century,Medium-Low,Man,['Western Europe']
1503142,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1503738,a-d,2001-2006,Unknown,Medium-Low,Unknown,['None']
1504997,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1505170,a-d,2001-2006,Pre-1900s,Low,Man,['Northern America']
1505384,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Africa']
1505725,l-r,2001-2006,Pre-1900s,Low,Man,['None']
1507163,a-d,2001-2006,Unknown,Low,Unknown,['South America']
1507706,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['None']
1507882,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['None']
1508714,s-,2001-2006,Unknown,Low,Unknown,['None']
1509059,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1509582,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Southern Asia']
1509673,s-,2001-2006,Unknown,Medium-High,Unknown,['None']
1509675,e-k,2001-2006,Pre-1900s,Low,Unknown,['None']
1509825,l-r,2001-2006,21st century,Low,Unknown,['Eastern Asia']
1509898,l-r,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1510004,a-d,2001-2006,Unknown,Low,Unknown,['None']
1510105,s-,2001-2006,Unknown,Low,Unknown,['None']
1510225,l-r,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1510373,e-k,2001-2006,Unknown,Low,Unknown,['None']
1510713,s-,2001-2006,Pre-1900s,Low,Unknown,['Eastern Europe']
1511233,l-r,2001-2006,Unknown,Low,Unknown,['None']
1511801,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
1511920,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['None']
1512851,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1512856,e-k,2001-2006,Unknown,Low,Unknown,['None']
1512902,e-k,2001-2006,Unknown,Low,Unknown,['None']
1512929,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1512962,e-k,2001-2006,Unknown,Low,Unknown,['None']
1512989,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513019,l-r,2001-2006,Unknown,Medium-High,Unknown,['None']
1513038,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513064,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513086,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1513122,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513137,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513149,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1513218,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513250,e-k,2001-2006,Unknown,Low,Unknown,['None']
1513359,l-r,2001-2006,20th century,Low,Man,['Australia and New Zealand']
1513372,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1513377,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1513392,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1513395,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1513685,e-k,2001-2006,Unknown,Low,Unknown,['None']
1514173,e-k,2001-2006,Unknown,Low,Unknown,['None']
1514239,e-k,2001-2006,Pre-1900s,Low,Unknown,['None']
1514243,e-k,2001-2006,Unknown,Low,Unknown,['None']
1514299,e-k,2001-2006,Pre-1900s,Low,Unknown,['None']
1514924,a-d,2001-2006,Unknown,Low,Unknown,['Western Asia']
1515003,s-,2001-2006,Unknown,Low,Unknown,['Western Asia']
1515015,l-r,2001-2006,Unknown,Low,Unknown,['South America']
1515034,a-d,2001-2006,Unknown,Low,Unknown,['Western Europe']
1515035,e-k,2001-2006,20th century,Low,Man,['Caribbean']
1515367,e-k,2001-2006,20th century,Medium-Low,Man,['None']
1515488,a-d,2001-2006,Unknown,Low,Unknown,['Western Europe']
1515982,s-,2001-2006,Unknown,Medium-Low,Unknown,['South America']
1516150,s-,2001-2006,Unknown,Low,Unknown,['Northern America']
1516393,l-r,2001-2006,Pre-1900s,High,Man,['None']
1516586,a-d,2001-2006,Unknown,Low,Man,['South-eastern Asia']
1517084,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['None']
1517087,e-k,2001-2006,Unknown,Low,Unknown,['None']
1517158,a-d,2001-2006,Unknown,Medium-High,Unknown,['None']
1517365,a-d,2001-2006,Unknown,Low,Unknown,['None']
1517372,a-d,2001-2006,Unknown,Medium-High,Unknown,['None']
1517606,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1517712,l-r,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
1517844,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1518196,l-r,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1518420,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1518707,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1518859,s-,2001-2006,20th century,Low,Unknown,['None']
1518896,l-r,2001-2006,Unknown,Low,Unknown,['Western Europe']
1518991,a-d,2001-2006,Unknown,Low,Unknown,['None']
1519058,l-r,2001-2006,Unknown,Medium-High,Unknown,['Eastern Africa']
1519169,l-r,2001-2006,20th century,Low,Man,['Northern America']
1519403,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['None']
1519757,a-d,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
1520567,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1520790,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1520893,s-,2001-2006,Unknown,Low,Unknown,['None']
1520932,e-k,2001-2006,Unknown,Low,Unknown,['Central Asia']
1520938,a-d,2001-2006,Pre-1900s,Low,Man,['None']
1521849,s-,2001-2006,Pre-1900s,Low,Man,"['Southern Europe', 'Western Europe']"
1522635,a-d,2001-2006,Unknown,Low,Unknown,['None']
1523382,s-,2001-2006,Unknown,Medium-High,Unknown,['None']
1523664,l-r,2001-2006,Pre-1900s,Medium-High,Unknown,['None']
1523740,l-r,2001-2006,Unknown,Low,Unknown,['None']
1524379,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1524424,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
1524604,l-r,2001-2006,Unknown,High,Unknown,['Eastern Asia']
1524813,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1525409,s-,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1525581,s-,2001-2006,20th century,Low,Unknown,['None']
1526420,s-,2001-2006,Pre-1900s,Low,Unknown,['Northern Europe']
1526423,l-r,2001-2006,Pre-1900s,High,Man,['Eastern Asia']
1526542,l-r,2001-2006,20th century,Low,Man,['None']
1526808,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
1526887,a-d,2001-2006,20th century,Medium-Low,Man,['Western Europe']
1527050,l-r,2001-2006,Pre-1900s,Low,Man,['Northern America']
1527191,l-r,2001-2006,20th century,Medium-High,Unknown,['None']
1527829,a-d,2001-2006,Unknown,High,Unknown,['None']
1528005,l-r,2001-2006,Unknown,High,Unknown,['None']
1528401,e-k,2001-2006,Pre-1900s,Low,Man,['Eastern Asia']
1528829,a-d,2001-2006,Unknown,Medium-High,Unknown,['Western Asia']
1529429,s-,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1529468,l-r,2001-2006,Unknown,Low,Unknown,['None']
1529697,s-,2001-2006,Unknown,Low,Unknown,['None']
1529859,s-,2001-2006,Unknown,Low,Unknown,['None']
1529886,e-k,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
1529932,l-r,2001-2006,20th century,Low,Man,['Northern Europe']
1529968,l-r,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
1529985,a-d,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
1530278,s-,2001-2006,Unknown,Medium-High,Unknown,['None']
1530308,s-,2001-2006,Unknown,Low,Man,['None']
1530642,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1530696,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1530726,e-k,2001-2006,20th century,Low,Man,['Northern America']
1530840,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
1530903,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Southern Europe']
1531468,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['Eastern Europe']
1532976,a-d,2001-2006,20th century,Medium-Low,Unknown,['Eastern Europe']
1533282,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1533400,a-d,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
1533755,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
1533812,s-,2001-2006,Pre-1900s,Low,Unknown,['Eastern Europe']
1534135,s-,2001-2006,Unknown,Low,Unknown,['None']
1534264,s-,2001-2006,Unknown,Low,Unknown,['Northern Africa']
1534471,e-k,2001-2006,Unknown,Medium-High,Unknown,['None']
1534719,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
1534807,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1535322,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1535528,a-d,2001-2006,20th century,Medium-Low,Man,"['Northern America', 'Western Europe']"
1535781,l-r,2001-2006,Pre-1900s,Medium-Low,Man,['Western Europe']
1535843,e-k,2001-2006,Unknown,High,Unknown,['Western Europe']
1536059,e-k,2001-2006,Unknown,Low,Unknown,['None']
1536148,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
1536410,e-k,2001-2006,Pre-1900s,Low,Man,['Northern America']
1536848,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
1537033,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1537061,l-r,2001-2006,20th century,Medium-Low,Man,['Western Europe']
1537085,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Europe']
1537107,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1537503,a-d,2001-2006,20th century,Medium-Low,Unknown,['Caribbean']
1537505,a-d,2001-2006,20th century,Low,Man,['None']
1537684,l-r,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1537760,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Western Europe']
1538041,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1539571,s-,2001-2006,Unknown,Low,Unknown,['Southern Asia']
1539875,s-,2001-2006,Unknown,Medium-High,Unknown,['South-eastern Asia']
1539889,s-,2001-2006,Unknown,Medium-Low,Unknown,['South-eastern Asia']
1540450,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1540771,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
1540861,a-d,2001-2006,Unknown,Low,Unknown,['None']
1540915,l-r,2001-2006,Unknown,Low,Unknown,['None']
1540953,l-r,2001-2006,20th century,Low,Man,['Northern America']
1540965,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1541166,e-k,2001-2006,Unknown,Low,Unknown,['None']
1541356,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
1543126,l-r,2001-2006,20th century,Medium-Low,Man,['Northern America']
1543174,e-k,2001-2006,20th century,Low,Man,['Northern America']
1543201,l-r,2001-2006,20th century,Low,Man,['Northern America']
1543251,s-,2001-2006,20th century,Low,Man,['Northern America']
1543584,e-k,2001-2006,Unknown,Medium-Low,Unknown,['South-eastern Asia']
1543747,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
1543901,a-d,2001-2006,20th century,Low,Unknown,['None']
1544044,l-r,2001-2006,Unknown,Low,Unknown,['Western Europe']
1544181,e-k,2001-2006,Unknown,Medium-High,Unknown,['Australia and New Zealand']
1544207,l-r,2001-2006,Pre-1900s,Low,Man,['Western Europe']
1544233,a-d,2001-2006,Pre-1900s,Low,Man,['Western Europe']
1544238,l-r,2001-2006,Unknown,Low,Unknown,['Middle Africa']
1544269,a-d,2001-2006,Pre-1900s,Low,Man,"['Western Africa', 'Western Europe']"
1544278,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1544294,l-r,2001-2006,Pre-1900s,Medium-Low,Unknown,['Southern Asia']
1544474,a-d,2001-2006,Pre-1900s,Low,Unknown,['Northern America']
1544602,s-,2001-2006,Unknown,Low,Unknown,['Eastern Europe']
1544636,e-k,2001-2006,Pre-1900s,Medium-High,Unknown,['Southern Africa']
1544754,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1544975,e-k,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1545033,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1545037,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1545056,l-r,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1545101,s-,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1545177,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern America']
1545386,s-,2001-2006,Unknown,Medium-High,Unknown,['None']
1545622,l-r,2001-2006,20th century,Medium-Low,Unknown,['None']
1545659,s-,2001-2006,Unknown,Low,Unknown,['Western Europe']
1545699,s-,2001-2006,Unknown,Low,Unknown,['Western Europe']
1545726,s-,2001-2006,Unknown,Low,Unknown,['Western Europe']
1545738,s-,2001-2006,Unknown,Low,Unknown,['Western Europe']
1546200,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Southern Asia']
1546355,a-d,2001-2006,20th century,Medium-High,Unknown,['None']
1546388,a-d,2001-2006,20th century,Medium-Low,Unknown,['None']
1546452,a-d,2001-2006,Unknown,Medium-High,Unknown,['None']
1546453,a-d,2001-2006,Pre-1900s,Low,Man,['Western Europe']
1546659,a-d,2001-2006,20th century,Medium-Low,Unknown,['None']
1546720,a-d,2001-2006,20th century,Medium-Low,Unknown,['None']
1546774,a-d,2001-2006,20th century,Medium-High,Unknown,['None']
1546803,a-d,2001-2006,20th century,Medium-High,Unknown,['None']
1546816,a-d,2001-2006,20th century,Medium-Low,Unknown,['None']
1546838,a-d,2001-2006,20th century,Medium-High,Unknown,['None']
1547085,s-,2001-2006,Unknown,Low,Unknown,['None']
1547387,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Western Africa']
1547499,l-r,2001-2006,Unknown,Low,Unknown,['None']
1547511,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1547613,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1547639,l-r,2001-2006,Pre-1900s,Low,Unknown,['Northern Europe']
1547644,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1547648,e-k,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1547650,l-r,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1547654,s-,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1547656,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1547857,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1547967,a-d,2001-2006,Pre-1900s,Medium-Low,Man,['None']
1547999,l-r,2001-2006,Pre-1900s,Medium-Low,Man,['None']
1548066,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1548213,s-,2001-2006,Unknown,Low,Unknown,['None']
1548327,s-,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1548331,l-r,2001-2006,20th century,Medium-Low,Unknown,['Southern Europe']
1548547,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1548742,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1548770,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
1548778,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1548927,e-k,2001-2006,Unknown,Low,Unknown,['None']
1548930,l-r,2001-2006,20th century,Low,Man,['Northern America']
1549293,e-k,2001-2006,20th century,Medium-Low,Unknown,['Northern America']
1549632,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
1549737,l-r,2001-2006,Unknown,Medium-High,Unknown,['None']
1549875,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
1550366,s-,2001-2006,Pre-1900s,Medium-Low,Unknown,['Eastern Europe']
1550377,a-d,2001-2006,Unknown,Medium-Low,Unknown,['None']
1550916,a-d,2001-2006,Unknown,Medium-Low,Unknown,['None']
1550931,e-k,2001-2006,Pre-1900s,Medium-Low,Man,['None']
1551159,e-k,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1551237,s-,2001-2006,Pre-1900s,Medium-Low,Man,['None']
1551376,s-,2001-2006,Unknown,Medium-Low,Unknown,['Southern Asia']
1551778,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Europe']
1551976,a-d,2001-2006,Unknown,Low,Unknown,['None']
1552328,s-,2001-2006,Unknown,Low,Unknown,['None']
1552345,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
1552807,l-r,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
1553316,e-k,2001-2006,20th century,Medium-Low,Man,['Western Asia']
1553348,s-,2001-2006,Unknown,Medium-Low,Unknown,['Central America']
1553613,s-,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1554003,a-d,2001-2006,Pre-1900s,Low,Man,['None']
1554103,l-r,2001-2006,20th century,Low,Woman,['None']
1554394,s-,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1554679,s-,2001-2006,20th century,Low,Man,['Western Asia']
1554800,a-d,2001-2006,Unknown,Low,Unknown,['None']
1554873,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Southern Africa']
1554895,a-d,2001-2006,Unknown,Low,Unknown,['Northern America']
1554943,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1555420,l-r,2001-2006,Unknown,Low,Unknown,['Northern America']
1555540,s-,2001-2006,Unknown,Low,Unknown,['None']
1555703,a-d,2001-2006,Pre-1900s,Medium-Low,Unknown,['Northern America']
1556314,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1556892,a-d,2001-2006,20th century,Low,Unknown,['None']
1557325,s-,2001-2006,Unknown,Low,Unknown,['None']
1557456,a-d,2001-2006,Unknown,Medium-Low,Unknown,['Western Africa']
1557549,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1557827,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Southern Europe']
1557874,a-d,2001-2006,Unknown,Medium-High,Unknown,['None']
1558235,s-,2001-2006,Unknown,Low,Unknown,['None']
1558645,l-r,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1558680,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1558969,e-k,2001-2006,Unknown,Medium-Low,Unknown,['None']
1559622,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1559750,s-,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1559880,l-r,2001-2006,Unknown,Low,Unknown,['Australia and New Zealand']
1560101,s-,2001-2006,Unknown,Low,Unknown,['None']
1560242,e-k,2001-2006,Unknown,Low,Unknown,['Western Europe']
1560289,e-k,2001-2006,Pre-1900s,Low,Unknown,['Middle Africa']
1560292,a-d,2001-2006,Unknown,Low,Unknown,['None']
1560637,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Middle Africa']
1560657,e-k,2001-2006,Unknown,Medium-High,Unknown,['Middle Africa']
1560664,l-r,2001-2006,Unknown,Medium-Low,Unknown,['None']
1560869,l-r,2001-2006,Pre-1900s,Low,Man,['Western Europe']
1561266,e-k,2001-2006,Pre-1900s,Low,Man,['None']
1561394,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Western Africa']
1561400,e-k,2001-2006,Pre-1900s,Medium-Low,Unknown,['Western Africa']
1561414,e-k,2001-2006,Unknown,Medium-High,Unknown,['Western Africa']
1561416,s-,2001-2006,Unknown,Low,Unknown,['Western Africa']
1561419,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Western Africa']
1561423,s-,2001-2006,Unknown,Low,Unknown,['Western Africa']
1561451,e-k,2001-2006,20th century,Medium-Low,Unknown,['Western Africa']
1561489,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1561580,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1561828,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1562126,e-k,2001-2006,Pre-1900s,Low,Unknown,['Western Europe']
1562165,e-k,2001-2006,20th century,Low,Man,['Northern America']
1562391,s-,2001-2006,Unknown,Low,Unknown,['None']
1562503,e-k,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1562561,e-k,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1562587,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1562622,s-,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1562918,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1562941,l-r,2001-2006,Unknown,Medium-Low,Unknown,['Northern Europe']
1563903,s-,2001-2006,Unknown,Medium-High,Unknown,['None']
1564086,a-d,2001-2006,Unknown,Medium-High,Unknown,['Northern America']
1564157,s-,2001-2006,Unknown,Low,Unknown,['Eastern Europe']
1564443,a-d,2001-2006,Unknown,Low,Unknown,['Western Europe']
1564462,s-,2001-2006,Unknown,Low,Unknown,['Southern Asia']
1564769,e-k,2001-2006,Unknown,Medium-Low,Unknown,['Western Asia']
1564913,e-k,2001-2006,20th century,Low,Man,['Northern America']
1564995,s-,2001-2006,20th century,Medium-Low,Man,['Northern America']
1565316,l-r,2001-2006,20th century,Low,Man,['Northern America']
1565414,s-,2001-2006,Unknown,Medium-Low,Unknown,['None']
1565456,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1565580,a-d,2001-2006,Unknown,Low,Unknown,['Northern Europe']
1565879,a-d,2001-2006,Unknown,Low,Unknown,['Southern Europe']
1566603,l-r,2001-2006,Unknown,Low,Unknown,['Eastern Europe']
